S.No,"Name, Address & email Id of the Unit",Contact Person Name & Contact No.,Category (Manufacturer / Supplier),Product Name,Stock in Hand (In Nos.),Production Capacity per Week ( In Nos.),Remarks
617,"M/s AVANI FELTZ INC,7A, VELLAMMAL LAYOUT, SENGUNTHAPURAM POST, KARUR, TAMIL NADU-639002avanibalu@gmail.com",K BALAMURUGAN9600858333,Manufacturer,3Ply Surgical Masks,100000,300000,We have imported 30 hot seam sealing machines with that we can produce around 5000 Hot Seamed Sealed PPE Coveralls per day. We can supply as PPE KITS as well.
618,"M/s AVANI FELTZ INC,7A, VELLAMMAL LAYOUT, SENGUNTHAPURAM POST, KARUR, TAMIL NADU-639002avanibalu@gmail.com",K BALAMURUGAN9600858333,Manufacturer,PPE KITS,50000,50000,We have imported 30 hot seam sealing machines with that we can produce around 5000 Hot Seamed Sealed PPE Coveralls per day. We can supply as PPE KITS as well.
619,"M/s Skyflex Mattress,No. 4, Covai Road, Bus stand South Side, Sengunthapuram, Karurskyflex@gmail.com",Bathresh7708372222,Manufacturer,Hospital Matresses,135,75,
620,"M/s J Tex Home Collections,161A, MGR Nagar, Vengamedu, Karursiba@jtexhc.net",R Sibakumar9994386104,Manufacturer,PPE KITS,1500,9000,
621,"M/s HOME N  STYLE TEXTILES,28 DURAISAMY LANE
HANUMANTHARAYAN KOVIL STREET
KARUR- 639001balaji@hnstextils.com",R.BALAJI9843056341,Manufacturer,PPE KITS,5000,6000,
622,"M/s RK Exports(KARUR) Pvt Ltd,292, Mahatma Gandhi RoadMktg1@rkexports.com",Rajamanickam9994243448,Manufacturer,PPE KITS,5000,10000,
623,"M/s NINAVH FABRIQS,41/1 Thirunagar Kamarajapuram North
Karur 639002ninavhfabriqs@gmail.com",V.Ashwinkumar9442220522,Manufacturer,Pillows,500,3000,We are manufacturers of all hospital linen items and supplying to around 100 hospitals including hospitals approved for treating COVID Patients
624,"M/s RK Exports(KARUR) Pvt Ltd,292, Mahatma Gandhi RoadMktg1@rkexports.com",Rajamanickam9994243448,Manufacturer,3Ply Surgical Masks,1000,50000,
625,"M/s Kavasam Enterprises,105 E Perumalpatti, Achimangalam Village, Kodangipatti, Karur - 639005bommurajkrr@gmail.com",Bommuraj9790555171,Manufacturer,PPE KITS,5000,2000,STOCKS AVAILABLE
626,"M/s NINAVH FABRIQS,41/1 Thirunagar Kamarajapuram North
Karur 639002ninavhfabriqs@gmail.com",V.Ashwinkumar9442220522,Manufacturer,Hospital Matresses,100,1000,We are manufacturers of all hospital linen items and supplying to around 100 hospitals including hospitals approved for treating COVID Patients
627,"M/s NINAVH FABRIQS,41/1 Thirunagar Kamarajapuram North
Karur 639002ninavhfabriqs@gmail.com",V.Ashwinkumar9442220522,Manufacturer,PPE KITS,500,2000,We are manufacturers of all hospital linen items and supplying to around 100 hospitals including hospitals approved for treating COVID Patients
District Name: Krishnagiri,,,,,,,
628,"M/s A.K.ASSOCIATES,102-A, SIPCOT INDUSTRIAL COMPLEX, HOSUR 635126akassociates1995@gmail.com",K. SWAMINATHAN9842777706,Manufacturer,PPE KITS,0,1000,
629,"M/s A.K.ASSOCIATES,102-A, SIPCOT INDUSTRIAL COMPLEX, HOSUR 635126akassociates1995@gmail.com",K. SWAMINATHAN9842777706,Manufacturer,Sanitizer (Alcohol Based),2000,2000,
630,"M/s Greenmile Labs Pvt Ltd,22/1, Natchatra Homes,
Kasavagatta,
Kumudepalli (PO),
Hosur-635130
Tamilnaduprabhakar.c@greenmile.co.in",Prabhakar C8098001867,Manufacturer,Sanitizer (Alcohol Based),2000,1000,We are manufacturers of Klenz- Hand sanitizer and approved by directorate of Drgs Control. Can supply upto 2000 Ltrs per day.
631,"M/s SURGIMENTS,No.30, SIDCO Industrial Estate,Phase III,Hosur-635126surgiments@gmail.com",Jawahar R Vasan9629007070,Manufacturer,PPE KITS,200,20000,
632,"M/s Global Airfilter India Pvt Ltd.,,S.Y. No. 18/1, Anumepalli, Begapalli Main Road, Zuzuvadi, Sipcot Po, Hosur 635 126. Krishnagiri Districtsales@globalairfilter.in",P.Kavidoss9980471334,Manufacturer,KN95 Masks / N95 Masks,500,10000,
633,"M/s SURGIMENTS,No.30, SIDCO Industrial Estate,Phase III,Hosur-635126surgiments@gmail.com",Jawahar R Vasan9629007070,Manufacturer,3Ply Surgical Masks,200,20000,
634,"M/s SURGIMENTS,No.30, SIDCO Industrial Estate,Phase III,Hosur-635126surgiments@gmail.com",Jawahar R Vasan9629007070,Manufacturer,Hospital Matresses,200,7000,
635,"M/s A.K.ASSOCIATES,102-A, SIPCOT INDUSTRIAL COMPLEX, HOSUR 635126akassociates1995@gmail.com",K. SWAMINATHAN9842777706,Manufacturer,3Ply Surgical Masks,50000,50000,
636,"M/s Hi-Rel Tech Private Limited,D-9 | SIDCO INDUSTRIAL ESTATE | 1st Phase | Hosur | TN-635126roopesh@hi-reltech.in",Roopesh PP7760510006,Manufacturer,VENTILATOR,0,100,"Background:
Coronavirus disease (COVID-19) is an infectious disease caused by a newly discovered coronavirus -
Novel corona virus, first recognized in Wuhan, China, in December 2019. Most of the people infected
with the novel corona virus will experience mild to moderate respiratory illness and recover without
requiring special treatment just like any other flu. Approximately 14% develop severe disease that
requires hospitalization and 5% of the infected people especially elderly, with underlying cardiovascular
disease, diabetes, chronic respiratory disease, and cancer are more likely to develop serious illness and
can be complicated with acute respiratory distress syndrome (ARDS). These patients require immediate
intensive care and mechanical ventilation. The patients with emergency signs like obstructed or absent
breathing, severe respiratory distress, central cyanosis, shock, coma, or convulsions warrant an
immediate airway management and oxygen therapy to target SpO2 ≥ 94% until the patient is stabilised.
The highest chance of droplet dispersion from COVID-19 patients, which is a potent source for disease
transmission to healthcare providers, limited number of healthcare providers available in the present
circumstances, and the lack of ventilatory support system in health care setups, made us to think of a
machine driven Ambu bag based ventilator.
VENT-01 is a fully automated mechanical ventilator
which works on AC/DC voltage, with a battery
backup as well. The machine is provided with a hand
held emergency switches will help the
patients/medical staffs to stop the machines during
emergency situations. The machine allows to
program the breath cycles per minute (RR) and the
amount of air moved in and out of lungs (tidal
volume- Tv) per breath. Although this is not a
replacement for the positive pressure ventilator used
in usual ICU set up, this simple portable device will
be an alternate with following advantages:
Advantages
1) it reduce the requirement of medical staff to assist patient for ventilation
2) can adjust the amount of air inhaled and rate of cycle as well
3) It is a good option in the a) primary health care set up and primary isolation wards
4) while transporting patients to ICU from Emergency medicine dept and also to tertiary care hospitals
5) mass production with relatively low cost which could benefit the most.
6)Easily transportable Battery Back available for using remote areas"
637,"M/s eotozepixeco,http://mewkid.net/when-is-xuxlya3/ofopid@asfuy.jonjamail.com",ofopid@asfuy.jonjamail.com89767524119,Manufacturer,Fowler Cot,,,http://mewkid.net/when-is-xuxlya3/ - Buy Amoxil Buy Amoxicillin pck.pxhf.msmeonline.tn.gov.in.oav.ty http://mewkid.net/wh
638,"M/s Myrtace Healthcare Private Limited,Research and Development centre, Plot No:29, SIPCOT Phase 2, SIPCOT Industrial Complex, Hosur - 635109info@myrtace.com; enquiry@myrtace.com",K. Pandiarajan9710709267,Manufacturer,Sanitizer (Alcohol Based),10,10000,"50ml, 100ml, 250ml and also in customized quantity by ml and litres"
639,"M/s PEENYA INDUSTRIAL GASES PRIVATE LIMITED,PLOT NO 76A, SIPCOT INDUSTRIAL COMPLEX, HOSUR - 635126hosur@peenyagas.com",Mr.Vinodh9789493713,Manufacturer,Medical Oxygen,50,300,OUR MEDICAL LICENSE NO: 1019/D1/1/2017. IN STOCK NO OF CYLINDER MENTIONED
640,"M/s SURGIMENTS,No.30, SIDCO Industrial Estate,Phase III,Hosur-635126surgiments@gmail.com",Jawahar R Vasan9629007070,Manufacturer,Pillows,2000,14000,
641,"M/s KAVERI INDUSTRIAL GAS PLANT,IST CROSS ROAD SIPCOT, BEGAPALLI, HOSURkaverigases@gmail.com",Mr BASHEER MM9442607065,Supplier,Medical Oxygen,200,700,PER DAY MAX 100 D TYPE CYLINDERS CAN SUPPLY
642,"M/s HOSUR COIR FOAMS PRIVATE LIMITED,N 16 AND 17 SIDCO INDUSTRIAL ESTATE PHASE III HOSUR - 635126gnharisuresh@hosurcoir.com",G.N.HARI SURESH9442224599,Manufacturer,Hospital Matresses,0,500,"HOSPITAL MATTRESS MANUFACTURING CAPACITY 500 NOS PER WEEK. IF FABRIC MATTRESSES 500 NOS PER DAY CAN BE MANUFACTURED BY OUR COMPANY. 
OUR COMPANY ESTABLISHED IN 1989 AND WE ARE THE LEADING COIR MATRESS MANUFACTURERS IN INDIA.. WE HAVE SUPPLIED TO GOVERNMENT DEPARTMENTS OVER LAST DECADE."
643,"M/s Byrn natural products,3/128, vattukampatti can Road,  pethathalapalli post,Palanisamy830@gmail.com",Palanisamy. B9003934647,Manufacturer,Sanitizer (Alcohol Based),100,1000,I production  for sanitizer
644,"M/s JVS LIGHTING PRODUCTS,C-34/7, TNHB COLONYjvslighting@gmail.com",PONRAJ PALANIVEL9600344355,Manufacturer,Sanitizer (Alcohol Based),10,50,"We designed UV-c based shoe sanitizer.
We are also working on UV-c based sanitizer for  Hall, bus and Railway coach."
645,"M/s Global Airfilter India Pvt Ltd.,,S.Y. No. 18/1, Anumepalli, Begapalli Main Road, Zuzuvadi, Sipcot Po, Hosur 635 126. Krishnagiri Districtsales@globalairfilter.in",P.Kavidoss9980471334,Manufacturer,3Ply Surgical Masks,10000,250000,
646,"M/s DUROFLEX PVT LTD,GUNNIKOTTAI (VILL), SATHINAICKENPATTI (P.O), POCHAMPALLI (T.K), KRISHNAGIRI (D.T) - 635123charles.robert@duroflexworld.com",charles robert f9487703245,Manufacturer,Hospital Matresses,300,1500,updated available lowend single mattress available in stock
647,"M/s S.K GARMENTS,S.F NO 182/4, 182/5,183/1,183/2, K.THIPPANAPALLI POST , BILLANA KUPPAM
PANCHAYATH, VEPANAPALLI MAIN ROAD, Krishnagiri, Tamil Nadu, 635115SKGARMENTS2008@GMAIL.COM",Y. ASIFKHAN9342191166,Manufacturer,PPE KITS,0,17000,COMPANY  UNDER CONSTRUCTION
District Name: Madurai,,,,,,,
648,"M/s JS CONTAINER,Plot No. A. 45/3 Madurai Automobile Co-Operative Industrial Estate Ltd, Kappalur, Madurai - 625 008jscontainer28@gmail.com",P. Jayakumar8220844786,Manufacturer,Sanitizer (Alcohol Based),0,1000,"Sanitizer will be delivered in 3 to 4 days against Supply order and Advance Payment.
We also manufacture foot operable sanitizer stand."
649,"M/s MRP Fibril Industries,10-8-22

BHAVANI NADHI 2ND CROSSpalanim68@gmail.com",Palani M8489977238,Manufacturer,Fowler Cot,0,50,Based on the order with 50% advance we can fabricated the materials..
650,"M/s JS CONTAINER,Plot No. A-45/3 Madurai Automobile Co-Operative Industrial Estate Ltd, Kappalur, Madurai- 625006jscontainer28@gmail.com",P. Jayakumar8220844786,Manufacturer,Sanitizer (Alcohol Based),0,1000,"Sanitizer will be delivered in 3 to 4 days against Supply order and Advance Payment.
We also manufacture Foot Operable Sanitizer Stand."
651,"M/s SDS GLOBEL,2.SANKARANARAYANA NAGAR, DR.ABDULKALAM COLONY, A.KOSAKOLAM, MADURAI-625017sdsglobel35@gmail.com",veereswaran7598219749,Manufacturer,Sanitizer (Alcohol Based),20000,10000,WE CAN SUPPLY AGAINST ORDER WITH 50% ADVANCE
652,"M/s STAR SEVEN ELEVEN,G,26/1.STAR 7 11, RAMIYAH STREET,JAIHINDPURAM, MADURAI-625011star7eleven@gmail.com",P.NAGA RATHINAM9944428842,Manufacturer,Pillows,1000,1000,CELL 9944428842
653,"M/s STAR SEVEN ELEVEN,G,26/1.STAR 7 11, RAMIYAH STREET,JAIHINDPURAM, MADURAI-625011star7eleven@gmail.com",P.NAGA RATHINAM9944428842,Manufacturer,Hospital Matresses,1000,1000,CELL 9944428842
654,"M/s STAR SEVEN ELEVEN,G,26/1.STAR 7 11, RAMIYAH STREET,JAIHINDPURAM, MADURAI-625011star7eleven@gmail.com",P.NAGA RATHINAM9944428842,Manufacturer,Fowler Cot,100,100,CELL 9944428842
655,"M/s Agniko Industries,PLOT NO.55 & 56, POONGA NAGAR
MELAKOTTAI VILLAGE,
MADURAI
MADURAI
TAMIL NADU-625706sales@agnikoindustries.com",Anbukumaran Vasanthan9629597767,Supplier,3Ply Surgical Masks,10000,500000,We are currenlty working on installing of N95 mask machine
656,"M/s Agniko Industries,PLOT NO.55 & 56, POONGA NAGAR
MELAKOTTAI VILLAGE,
MADURAI
MADURAI
TAMIL NADU-625706sales@agnikoindustries.com",Anbukumaran Vasanthan9629597767,Supplier,KN95 Masks / N95 Masks,10000,100000,We are currenlty working on installing of N95 mask machine
657,"M/s Agniko Industries,PLOT NO.55 & 56, POONGA NAGAR
MELAKOTTAI VILLAGE,
MADURAI
MADURAI
TAMIL NADU-625706sales@agnikoindustries.com",Anbukumaran Vasanthan9629597767,Supplier,Sanitizer (Alcohol Based),1000,2500,We are currenlty working on installing of N95 mask machine
658,"M/s Ushamas Handloom Tex,10, Jadamuni Kovil East 2nd Lane, Madurai-625001Sundarprestige@gmail.com",PL Sundar9344121725,Manufacturer,Hospital Matresses,17000,8000,Supply will start Ninety Days After Curfew
659,"M/s SDS GLOBEL,2.SANKARANARAYANA NAGAR, DR.ABDULKALAM COLONY, A.KOSAKOLAM, MADURAI-625017sdsglobel35@gmail.com",veereswaran7598219749,Manufacturer,KN95 Masks / N95 Masks,1000,10000,WE CAN SUPPLY AGAINST ORDER WITH 50% ADVANCE
660,"M/s SDS GLOBEL,2.SANKARANARAYANA NAGAR, DR.ABDULKALAM COLONY, A.KOSAKOLAM, MADURAI-625017sdsglobel35@gmail.com",veereswaran7598219749,Manufacturer,3Ply Surgical Masks,1000,10000,WE CAN SUPPLY AGAINST ORDER WITH 50% ADVANCE
661,"M/s STAR SEVEN ELEVEN,G,26/1.STAR 7 11, RAMIYAH STREET,JAIHINDPURAM, MADURAI-625011star7eleven@gmail.com",P.NAGA RATHINAM9944428842,Manufacturer,KN95 Masks / N95 Masks,100,100,CELL 9944428842
662,"M/s SDS GLOBEL,2.SANKARANARAYANA NAGAR, DR.ABDULKALAM COLONY, A.KOSAKOLAM, MADURAI-625017sdsglobel35@gmail.com",veereswaran7598219749,Manufacturer,PPE KITS,1000,10000,WE CAN SUPPLY AGAINST ORDER WITH 50% ADVANCE
663,"M/s sri santhosh polymers,d-47,(p2),sidco industrial estate,kappalur,madurai.somigroupsmdu@gmail.com",vijayakumar9944998838,Supplier,Sanitizer (Alcohol Based),500,500,distribution of sanitizer and hand wash on our own products
664,"M/s STAR SEVEN ELEVEN,G,26/1.STAR 7 11, RAMIYAH STREET,JAIHINDPURAM, MADURAI-625011star7eleven@gmail.com",P.NAGA RATHINAM9944428842,Manufacturer,3Ply Surgical Masks,100,200,CELL 9944428842
665,"M/s Quality Handloom Tex,48/4, 
Tamilnadu Housing Board Mela Anuppanadi Madurai-625009Qualityhandloomtex@gmail.com",PLS Ashok Chakkaravarthy8925127521,Manufacturer,Hospital Matresses,17000,7500,Supply will start Ninety Days After Curfew
666,"M/s Prestige Handlooms,10, Jadamuni Kovil East 2nd Lane Madurai- 625001Sundarprestige@gmail.com",PL Sundar9842114468,Manufacturer,Hospital Matresses,17000,8500,Supply will start Ninety Days After Curfew
667,"M/s SURYAA SURGICAL SOLUTIONN,2/433, karthik illam. kovil pappakudisuryaasss@yahoo.com",T SURYA PRAKASH9344102061,Supplier,Multipara Monitors,2,50,9344102061
668,"M/s SURYAA SURGICAL SOLUTIONN,2/433, karthik illam. kovil pappakudisuryaasss@yahoo.com",T SURYA PRAKASH9344102061,Supplier,Pillows,15,100,9344102061
669,"M/s SURYAA SURGICAL SOLUTIONN,2/433, karthik illam. kovil pappakudisuryaasss@yahoo.com",T SURYA PRAKASH9344102061,Supplier,Hospital Matresses,15,50,9344102061
670,"M/s SURYAA SURGICAL SOLUTIONN,2/433, karthik illam. kovil pappakudisuryaasss@yahoo.com",T SURYA PRAKASH9344102061,Supplier,Fowler Cot,15,50,9344102061
671,"M/s KM BIOMED,KM PLAZA , 179/1, BY PASS ROAD
MADURAI-625016bms@kmbiomed..in",balamuralisenthil9500666455,Supplier,Hospital Matresses,1,30,"We can supply Fowler bed ,Mattresses  and also good quality wheel chairs-50 nos. available in Stock."
672,"M/s VARNA BAGS,1/234 NILAYUR THIRUPARANKUNDRAMvarnabags.mdu@gmail.com",N PRABHU ANAND9943300899,Manufacturer,3Ply Surgical Masks,100000,500000,WE ARE IN MANUFACTURERS OF MASK WITH THE PRODUCTION CAPACITY OF 500000 PER WEEK
673,"M/s KM BEST MEDICAL WORKS PRIVATE LIMITED,Head office : KM PLAZA, 179/1 , BY-PASS ROAD,
MADURAI -625016bms@kmworld.in",balamuralisenthil9500666455,Manufacturer,Fowler Cot,1,30,"We are an ISO 13485 2016 certified medical device manufacturing facility for Isolation beds , fowlers bed, Stretchers and other range of patient care equipment."
674,"M/s STAR SEVEN ELEVEN,G,26/1.STAR 7 11, RAMIYAH STREET,JAIHINDPURAM, MADURAI-625011star7eleven@gmail.com",P.NAGA RATHINAM9944428842,Manufacturer,COVID TESTING KITS,10000,5000,CELL 9944428842
675,"M/s KM BEST MEDICAL WORKS PRIVATE LIMITED,Head office : KM PLAZA, 179/1 , BY-PASS ROAD,
MADURAI -625016bms@kmworld.in",balamuralisenthil9500666455,Manufacturer,Hospital Matresses,1,30,"We are an ISO 13485 2016 certified medical device manufacturing facility for Isolation beds , fowlers bed, Stretchers and other range of patient care equipment."
676,"M/s KM BIOMED,KM PLAZA , 179/1, BY PASS ROAD
MADURAI-625016bms@kmbiomed..in",balamuralisenthil9500666455,Supplier,Fowler Cot,1,30,"We can supply Fowler bed ,Mattresses  and also good quality wheel chairs-50 nos. available in Stock."
677,"M/s SAAR MEDITEC,26,NAICKER NEW STREET,MADURAI-01saarmeditec@gmail.com",9944493799,Manufacturer,PPE KITS,500,1000,
678,"M/s SAAR MEDITEC,26, NAICKER NEW STREET, MADURAI-01saarmeditec@gmail.com",Arvindh Gosh R R9944493799,Supplier,Sanitizer (Alcohol Based),800,1000,"Available - PPE KIT, AMBU BAG , FULL FACE MASK ( VENTILATOR )"
679,"M/s VentexNonwovenpvt Ltd,shree ganapathy renganathar thabovanam,uchaiya koil medu,thanakankulam road,Tirunagarventexnonwovem19@gmail.com",shivanarayanan9842169773,Manufacturer,PPE KITS,1000,2000,"we also have HIV KITS,SURGEON GOWN,"
680,"M/s VIMKA EXIMS,7/15, 1ST FLOOR, 2ND STREET, KAKKAN STREET, SHENOY NAGAR, MADURAI-20vimkaexims@gmail.com",NARAYANAN VIJAYARAGHAVAN9894010135,Supplier,KN95 Masks / N95 Masks,40000,0,ALREADY SUPPLIED TO HEALTH AND MEDICAL DEPARTMENTS TO TAMILNADU STATE GOVERNEMTN AT CHENNAI
681,"M/s VIMKA EXIMS,7/15, 1ST FLOOR, 2ND STREET, KAKKAN STREET, SHENOY NAGAR, MADURAI-20vimkaexims@gmail.com",NARAYANAN VIJAYARAGHAVAN9894010135,Supplier,3Ply Surgical Masks,20000,0,ALREADY SUPPLIED TO HEALTH AND MEDICAL DEPARTMENTS TO TAMILNADU STATE GOVERNEMTN AT CHENNAI
682,"M/s SUJA APPARELS,T1  Balaji D.M Tower  Indira Gandhi Street  Radha nagar main road chrompetsujaapparels@gmail.com",sujatha Praveen9600053538,Manufacturer,Pillows,50,200,
683,"M/s LOTUS HEALTH CARE INDIA,NO 70,CHANDRAGANDHI NAGAR,3RD FLOOR MEENA COMPLEX,PONMENI-MADURAIarjunsince1986@gmail.com",Mr Arjun A G9524866888,Supplier,3Ply Surgical Masks,1000000,2500000,We have export quality ultrasonic fully automatic surgical mask available with reasonable rates.
684,"M/s SUJA APPARELS,T1  Balaji D.M Tower  Indira Gandhi Street  Radha nagar main road chrompetsujaapparels@gmail.com",sujatha Praveen9600053538,Manufacturer,KN95 Masks / N95 Masks,1000,10000,
685,"M/s ARUN CANNS P LTD,67,4B/5A, OTTHAPATTI,KARUPAYURANI POST, MADURAIaruncanns@gmail.com",R SHIVA PRADEEP9443709019,Manufacturer,Sanitizer (Alcohol Based),20000,100000,WE HAVE CAPACITY FROM 50ML TO 5LTS BOTTLES AND CANISTERS (HDPE) TO PACK ALCOHOLIC HAND RUB/SANITISERS. WE PROMISE FOR QUALITY: QUANDITY: TIME.
686,"M/s ANU TRADERS,PARAVAINSARANKUMAR1980@GMAIL.COM",SARAVANAKUMAR9940766955,Supplier,3Ply Surgical Masks,5000,3000,Whole sale Traders
687,"M/s ANU TRADERS,PARAVAINSARANKUMAR1980@GMAIL.COM",SARAVANAKUMAR9940766955,Supplier,Sanitizer (Alcohol Based),5000,3000,Whole sale Traders
688,"M/s S T. INDUSTRIES,Shed no. 34 Sidco industrial estate kappalur Madurai 625008stindustriesmadurai@gmail.com",S Thiagarajan9362077151,Supplier,3Ply Surgical Masks,50000,300000,We are now dealing with 3ply non woven mask
689,"M/s STAR SEVEN ELEVEN,G,26/1.STAR 7 11, RAMIYAH STREET,JAIHINDPURAM, MADURAI-625011star7eleven@gmail.com",P.NAGA RATHINAM9944428842,Manufacturer,PPE KITS,100,30,CELL 9944428842
690,"M/s BGM PHARMACY,projects.bgmmsrf@gmail.com",9047075211,Supplier,PPE KITS,500,50,
691,"M/s BGM PHARMACY,projects.bgmmsrf@gmail.com",9047075211,Supplier,3Ply Surgical Masks,4000,500,
